HouseNumber,Address,City,State,Country,PostCode,County,Latitude,Longitude,Xstart,Ystart,Xend,Yend,Link,featurecla,scalerank,name,name_abb,name_alt,note,delta,dam_name,year,admin,min_zoom,min_label,,,,,,,,,,
N/A,,,,,,,-94.7602774468994,50.3353492431426,-94.7402774468994,50.3553492431426,-94.7802774468994,50.3153492431426,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=50.3553492431426,-94.7402774468994&visible=50.3153492431426,-94.7802774468994",Reservoir,8,Umfreville Lake,Umfreville L.,,,,,-99,,6,7,,,,,,,,,,
N/A,,Naryga,Nenets,Russia,166002,,74.107838215804,52.8668807364749,74.127838215804,52.8868807364749,74.087838215804,52.8468807364749,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=52.8868807364749,74.127838215804&visible=52.8468807364749,74.087838215804",Lake,9,Zhalauly Kli,Zhalauly Kli,,,,,-99,,7,8,,,,,,,,,,
N/A,,Ḩasan Khān,Nimroz,Afghanistan,4353,,30.9611819112339,62.0043847888327,30.9811819112339,62.0243847888327,30.9411819112339,61.9843847888327,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=62.0243847888327,30.9811819112339&visible=61.9843847888327,30.9411819112339",Lake,4,,,,_untitled_2,,,-99,,4,5,,,,,,,,,,
N/A,,Taghit,Bechar,Algeria,13460,,29.2384593025821,-2.03055715294578,29.2584593025821,-2.01055715294578,29.2184593025821,-2.05055715294578,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=-2.01055715294578,29.2584593025821&visible=-2.05055715294578,29.2184593025821",Lake,4,Lake Kivu,L. Kivu,,,,,-99,admin-0,4,5,,,,,,,,,,
N/A,,Tobseda,Nenets,Russia,166002,,75.8292230070498,52.2989051531744,75.8492230070498,52.3189051531744,75.8092230070498,52.2789051531744,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=52.3189051531744,75.8492230070498&visible=52.2789051531744,75.8092230070498",Lake,9,Shreksor Kli,Shreksor Kli,,,,,-99,,7,8,,,,,,,,,,
N/A,,Verkhnyaya Mel’,Perm',Russia,623316,,68.538677369905,57.8282409172157,68.558677369905,57.8482409172157,68.518677369905,57.8082409172157,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=57.8482409172157,68.558677369905&visible=57.8082409172157,68.518677369905",Lake,9,Ozero Bolshoy Shishkarym,O. Bolshoy Shishkarym,Lake Bolshoy Shishkarym,,,,-99,,7,8,,,,,,,,,,
N/A,,Da‘iri,Hadramawt,Heard and McDonald Islands,,,-69.8718934056745,54.1672342680791,-69.8518934056745,54.1872342680791,-69.8918934056745,54.1472342680791,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=54.1872342680791,-69.8518934056745&visible=54.1472342680791,-69.8918934056745",Reservoir,6,Réservoir de Caniapiscau,Rs. de Caniapiscau,,,,,1980,,5,6.5,,,,,,,,,,
N/A,,Douar Ould ’Amer,Oran,Algeria,45210,,29.5933995152358,-0.382706769262683,29.6133995152358,-0.362706769262683,29.5733995152358,-0.402706769262683,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=-0.362706769262683,29.6133995152358&visible=-0.402706769262683,29.5733995152358",Lake,4,Lake Edward,L. Edward,,,,,-99,admin-0,4,5,,,,,,,,,,
N/A,,Mazan,Sistan and Baluchestan,Pakistan,94101,,28.8770569533104,61.6114086791119,28.8970569533104,61.6314086791119,28.8570569533104,61.5914086791119,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=61.6314086791119,28.8970569533104&visible=61.5914086791119,28.8570569533104",Lake,4,,,,_untitled_1,,,-99,,4,5,,,,,,,,,,
N/A,,Srednyaya Us’va,Perm',Russia,623022,,66.8726346489163,58.9338725787222,66.8926346489163,58.9538725787222,66.8526346489163,58.9138725787222,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=58.9538725787222,66.8926346489163&visible=58.9138725787222,66.8526346489163",Lake,9,Ozero Andreyevskoye,O. Andreyevskoye,Lake Andreyevskoye,,,,-99,,7,8,,,,,,,,,,
N/A,,,,,,,90.2941093135216,40.5100634077417,90.3141093135216,40.5300634077417,90.2741093135216,40.4900634077417,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=40.5300634077417,90.3141093135216&visible=40.4900634077417,90.2741093135216",Lake,4,Lop Nur,Lop Nur,,,,,-99,,4,5,,,,,,,,,,
N/A,,Vetluzhskaya,Komi,Russia,166002,,75.5763443791557,49.8720201070373,75.5963443791557,49.8920201070373,75.5563443791557,49.8520201070373,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=49.8920201070373,75.5963443791557&visible=49.8520201070373,75.5563443791557",Lake,9,Qarasor Kli,Qarasor Kli,,,,,-99,,7,8,,,,,,,,,,
N/A,,Lem’yu,Komi,Svalbard and Jan Mayen,9178,,78.591353227985,54.9832116284881,78.611353227985,55.0032116284881,78.571353227985,54.9632116284881,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=55.0032116284881,78.611353227985&visible=54.9632116284881,78.571353227985",Lake,9,Ozero Sartlan,O. Sartlan,Lake Sartlan,,,,-99,,7,8,,,,,,,,,,
N/A,,,,,,,116.059911173875,29.2634403844856,116.079911173875,29.2834403844856,116.039911173875,29.2434403844856,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=29.2834403844856,116.079911173875&visible=29.2434403844856,116.039911173875",Lake,4,Poyang Hu,Poyang Hu,,,,,-99,,4,5,,,,,,,,,,
N/A,,Qishbah,Hadramawt,Heard and McDonald Islands,,,-68.8382848865549,53.7386400989754,-68.8182848865549,53.7586400989754,-68.8582848865549,53.7186400989754,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=53.7586400989754,-68.8182848865549&visible=53.7186400989754,-68.8582848865549",Reservoir,6,Lac Bermen,L. Bermen,,,,,-99,,5,6.5,,,,,,,,,,
N/A,,Nosovaya,Nenets,Russia,166002,,77.9677849961407,54.5772834971735,77.9877849961407,54.5972834971735,77.9477849961407,54.5572834971735,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=54.5972834971735,77.9877849961407&visible=54.5572834971735,77.9477849961407",Lake,9,,,,_untitled_231,,,-99,,7,8,,,,,,,,,,
N/A,,,,,,,116.319407315094,30.0436525034481,116.339407315094,30.0636525034481,116.299407315094,30.0236525034481,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=30.0636525034481,116.339407315094&visible=30.0236525034481,116.299407315094",Lake,4,Daguan Hu,Daguan Hu,,,,,-99,,4,5,,,,,,,,,,
N/A,,Kamenka,Sverdlovsk,Russia,624415,,66.2814126441318,59.6321042882785,66.3014126441318,59.6521042882785,66.2614126441318,59.6121042882785,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=59.6521042882785,66.3014126441318&visible=59.6121042882785,66.2614126441318",Lake,9,Ozero Tuman,O. Tuman,Lake Tuman,,,,-99,,7,8,,,,,,,,,,
N/A,,,,,,,116.175495153907,29.9752128438899,116.195495153907,29.9952128438899,116.155495153907,29.9552128438899,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=29.9952128438899,116.195495153907&visible=29.9552128438899,116.155495153907",Lake,4,Long Hu,Long Hu,,,,,-99,,4,5,,,,,,,,,,
N/A,,Ā‘tayr,Dhofar,Heard and McDonald Islands,,,-69.8512173482323,54.5540287311301,-69.8312173482323,54.5740287311301,-69.8712173482323,54.5340287311301,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=54.5740287311301,-69.8312173482323&visible=54.5340287311301,-69.8712173482323",Reservoir,6,Réservoir de Caniapiscau,Rs. de Caniapiscau,,,,Barrage KA-3,1980,,5,6.5,,,,,,,,,,
N/A,,Nosovaya,Nenets,Russia,166002,,77.810824809107,54.5803743205084,77.830824809107,54.6003743205084,77.790824809107,54.5603743205084,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=54.6003743205084,77.830824809107&visible=54.5603743205084,77.790824809107",Lake,9,,,,_untitled_230,,,-99,,7,8,,,,,,,,,,
N/A,,,,,,,114.595457232754,30.2190935232185,114.615457232754,30.2390935232185,114.575457232754,30.1990935232185,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=30.2390935232185,114.615457232754&visible=30.1990935232185,114.575457232754",Lake,4,Liangzi Hu,Liangzi Hu,,,,,-99,,4,5,,,,,,,,,,
N/A,,Yurta Prokopiya,Sverdlovsk,Russia,462854,,67.2329168363403,59.7694251535854,67.2529168363403,59.7894251535854,67.2129168363403,59.7494251535854,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=59.7894251535854,67.2529168363403&visible=59.7494251535854,67.2129168363403",Lake,9,Ozero Yakh-Tur,O. Yakh-Tur,Lake Yakh-Tur,,,,-99,,7,8,,,,,,,,,,
N/A,,Mattivuono,Murmansk,Greenland,3972,,88.9445894086267,31.7489038919218,88.9645894086267,31.7689038919218,88.9245894086267,31.7289038919218,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=31.7689038919218,88.9645894086267&visible=31.7289038919218,88.9245894086267",Lake,4,Siling Co,Siling Co,,,,,-99,,4,5,,,,,,,,,,
N/A,,,,,,,92.3492946259029,48.0647715485124,92.3692946259029,48.0847715485124,92.3292946259029,48.0447715485124,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=48.0847715485124,92.3692946259029&visible=48.0447715485124,92.3292946259029",Lake,4,Har Us Nuur,Har Us Nuur,,,,,-99,,4,5,,,,,,,,,,
N/A,,Raposo,Zambezia,Argentina,V9411XAF,,-88.0462488431568,36.4806600534998,-88.0262488431568,36.5006600534998,-88.0662488431568,36.4606600534998,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=36.5006600534998,-88.0262488431568&visible=36.4606600534998,-88.0662488431568",Reservoir,6,Kentucky Lake,Kentucky L.,,,,Kentuckey Dam,1944,,5,6.5,,,,,,,,,,
N/A,,Yag”yël’,Komi,Russia,456983,,65.4281070645261,59.7174698851467,65.4481070645261,59.7374698851467,65.4081070645261,59.6974698851467,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=59.7374698851467,65.4481070645261&visible=59.6974698851467,65.4081070645261",Lake,9,Ozero Leushinskiy Tuman,O. Leushinskiy Tuman,Lake Leushinskiy Tuman,,,,-99,,7,8,,,,,,,,,,
N/A,,,,,,,98.9021745242572,2.61583341176407,98.9221745242572,2.63583341176407,98.8821745242572,2.59583341176407,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=2.63583341176407,98.9221745242572&visible=2.59583341176407,98.8821745242572",Lake,5,Danau Toba,Danau Toba,Lake Toba,,,,-99,,4.7,6,,,,,,,,,,
N/A,,Marramene,Gaza,Norway,,,-82.3760743551717,33.8277033577257,-82.3560743551717,33.8477033577257,-82.3960743551717,33.8077033577257,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=33.8477033577257,-82.3560743551717&visible=33.8077033577257,-82.3960743551717",Reservoir,6,J. Strom Thurmond Lake,J. Strom Thurmond L.,Clarks Hill Lake,,,,1953,,5,6.5,,,,,,,,,,
N/A,,Lar’kovka,Sverdlovsk,Russia,624070,,63.9252321239996,60.566563209858,63.9452321239996,60.586563209858,63.9052321239996,60.546563209858,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=60.586563209858,63.9452321239996&visible=60.546563209858,63.9052321239996",Lake,9,Ozero Tursuntskiy Tuman,O. Tursuntskiy Tuman,Lake Tursuntskiy Tuman,,,,-99,,7,8,,,,,,,,,,
N/A,,Krasnobor,Komi,Russia,166002,,77.4372117708364,53.2800207889042,77.4572117708364,53.3000207889042,77.4172117708364,53.2600207889042,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=53.3000207889042,77.4572117708364&visible=53.2600207889042,77.4172117708364",Lake,9,Iken Zhbolat Lake,Iken Zhbolat L.,,,,,-99,,7,8,,,,,,,,,,
N/A,,,,,,,-118.715470859184,52.4084086084674,-118.695470859184,52.4284086084674,-118.735470859184,52.3884086084674,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=52.4284086084674,-118.695470859184&visible=52.3884086084674,-118.735470859184",Reservoir,6,Kinbasket Lake,Kinbasket L.,,,,Mica Dam,1973,,5,6.5,,,,,,,,,,
N/A,,,,,,,-122.368157115687,40.818115466785,-122.348157115687,40.838115466785,-122.388157115687,40.798115466785,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=40.838115466785,-122.348157115687&visible=40.798115466785,-122.388157115687",Reservoir,6,Shasta Lake,Shasta L.,,,,,1945,,5,6.5,,,,,,,,,,
N/A,,Kedr,Sverdlovsk,Russia,622915,,64.962661898589,60.6589935457773,64.982661898589,60.6789935457773,64.942661898589,60.6389935457773,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=60.6789935457773,64.982661898589&visible=60.6389935457773,64.942661898589",Lake,9,Ozero Syrkovoye,O. Syrkovoye,Lake Syrkovoye,,,,-99,,7,8,,,,,,,,,,
N/A,,Forikha,Nenets,Russia,166002,,77.7620446741257,54.9262521698881,77.7820446741257,54.9462521698881,77.7420446741257,54.9062521698881,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=54.9462521698881,77.7820446741257&visible=54.9062521698881,77.7420446741257",Lake,9,,,,_untitled_229,,,-99,,7,8,,,,,,,,,,
N/A,,Induna,Inhambane,Argentina,V9411XAF,,-87.112890815295,34.7084408261036,-87.092890815295,34.7284408261036,-87.132890815295,34.6884408261036,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=34.7284408261036,-87.092890815295&visible=34.6884408261036,-87.132890815295",Reservoir,6,Wheeler Lake,Wheeler L.,,,,Wheeler Dam,1980,,5,6.5,,,,,,,,,,
N/A,,Lebi Duule,Galguduud,Somalia,,,6.25573208556318,46.3583427035301,6.27573208556318,46.3783427035301,6.23573208556318,46.3383427035301,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=46.3783427035301,6.27573208556318&visible=46.3383427035301,6.23573208556318",Lake,4,Lake Geneva,L. Geneva,Lac Léman,,,,-99,admin-0 more,4,5,,,,,,,,,,
N/A,,Yatriya,Khanty-Mansiy,Russia,624422,,69.4502954307311,60.506218563796,69.4702954307311,60.526218563796,69.4302954307311,60.486218563796,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=60.526218563796,69.4702954307311&visible=60.486218563796,69.4302954307311",Lake,9,,,,_untitled_233,,,-99,,7,8,,,,,,,,,,
N/A,,Kolchayevka,Kirov,Russia,613418,,69.233989941324,50.0202324450481,69.253989941324,50.0402324450481,69.213989941324,50.0002324450481,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=50.0402324450481,69.253989941324&visible=50.0002324450481,69.213989941324",Lake,9,Qiyakty Kli,Qiyakty Kli,,,,,-99,,7,8,,,,,,,,,,
N/A,,Irqat,Dhofar,Mauritius,,,-6.41520206812821,54.6170226543363,-6.39520206812821,54.6370226543363,-6.43520206812821,54.5970226543363,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=54.6370226543363,-6.39520206812821&visible=54.5970226543363,-6.43520206812821",Lake,4,Lough Neagh,Lough Neagh,,,,,-99,,4,5,,,,,,,,,,
N/A,,Semukovo,Komi,Russia,166002,,68.6945258075958,50.132826723676,68.7145258075958,50.152826723676,68.6745258075958,50.112826723676,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=50.152826723676,68.7145258075958&visible=50.112826723676,68.6745258075958",Lake,9,Kerey Kli,Kerey Kli,,,,,-99,,7,8,,,,,,,,,,
N/A,,Ḩammām al ‘Ālī,Ad Dakhliyah,Yemen,,,14.4726866020948,58.3302789360387,14.4926866020948,58.3502789360387,14.4526866020948,58.3102789360387,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=58.3502789360387,14.4926866020948&visible=58.3102789360387,14.4526866020948",Lake,4,Vättern,Vättern,,,,,-99,,4,5,,,,,,,,,,
N/A,,Pytyr”yu,Komi,Russia,166002,,69.1906397851374,50.9274626848679,69.2106397851374,50.9474626848679,69.1706397851374,50.9074626848679,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=50.9474626848679,69.2106397851374&visible=50.9074626848679,69.1706397851374",Lake,9,Qozhakl,Qozhakl,,,,,-99,,7,8,,,,,,,,,,
N/A,,,,,,,100.721583470272,74.5022025344619,100.741583470272,74.5222025344619,100.701583470272,74.4822025344619,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=74.5222025344619,100.741583470272&visible=74.4822025344619,100.701583470272",Lake,4,Lake Taymyr,L. Taymyr,,,,,-99,,4,5,,,,,,,,,,
N/A,,Verkhnyaya Maksakovka,Komi,Russia,613592,,61.5708084828842,50.9738250348912,61.5908084828842,50.9938250348912,61.5508084828842,50.9538250348912,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=50.9938250348912,61.5908084828842&visible=50.9538250348912,61.5508084828842",Lake,9,Yke Lake,Yke L.,,,,,-99,,7,8,,,,,,,,,,
,Error: Index was outside the bounds of the array.,,,,,,-45.2230055689074,-18.6223911787223,-45.2030055689074,-18.6023911787223,-45.2430055689074,-18.6423911787223,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=-18.6023911787223,-45.2030055689074&visible=-18.6423911787223,-45.2430055689074",Reservoir,6,Represa Tres Marias,Rs. Tres Marias,,,,Tres Marias,1960,,5,6.5,,,,,,,,,,
N/A,,Mezhador,Komi,Russia,168110,,64.1651174258206,50.3304922350449,64.1851174258206,50.3504922350449,64.1451174258206,50.3104922350449,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=50.3504922350449,64.1851174258206&visible=50.3104922350449,64.1451174258206",Lake,9,Saryqopa Kli,Saryqopa Kli,,,,,-99,,7,8,,,,,,,,,,
N/A,,Sitty,Komi,Russia,168104,,64.0879371376633,50.1064811342977,64.1079371376633,50.1264811342977,64.0679371376633,50.0864811342977,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=50.1264811342977,64.1079371376633&visible=50.0864811342977,64.0679371376633",Lake,9,,,,_untitled_228,,,-99,,7,8,,,,,,,,,,
N/A,,Diu,Daman and Diu,Norway,,,-80.6995990063373,70.9243537512401,-80.6795990063373,70.9443537512401,-80.7195990063373,70.9043537512401,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=70.9443537512401,-80.6795990063373&visible=70.9043537512401,-80.7195990063373",Lake,9,,,,_untitled_139,,,-99,,7,8,,,,,,,,,,
N/A,,,,,,,149.121749294184,72.0306477320327,149.141749294184,72.0506477320327,149.101749294184,72.0106477320327,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=72.0506477320327,149.141749294184&visible=72.0106477320327,149.101749294184",Lake,5,Ozero Mogotoyevo,O. Mogotoyevo,Lake Mogotoyevo,,,,-99,,4.7,6,,,,,,,,,,
N/A,,Vestmannaeyjar,Suðurland,Argentina,V9411,,-51.0027237220798,-20.1020124637497,-50.9827237220798,-20.0820124637497,-51.0227237220798,-20.1220124637497,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=-20.0820124637497,-50.9827237220798&visible=-20.1220124637497,-51.0227237220798",Reservoir,6,Repressa de Jupia,Rs. de Jupia,,,,Ilha Solteira,-99,,5,6.5,,,,,,,,,,
N/A,,,,,,,-92.9618641605286,69.9248403575645,-92.9418641605286,69.9448403575645,-92.9818641605286,69.9048403575645,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=69.9448403575645,-92.9418641605286&visible=69.9048403575645,-92.9818641605286",Lake,9,,,,_untitled_138,,,-99,,7,8,,,,,,,,,,
N/A,,Mikhaylova,Perm',Russia,166002,,69.8685616473039,54.1029157063008,69.8885616473039,54.1229157063008,69.8485616473039,54.0829157063008,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=54.1229157063008,69.8885616473039&visible=54.0829157063008,69.8485616473039",Lake,9,Shaghalalytengiz Kli,Shaghalalytengiz Kli,,,,,-99,,7,8,,,,,,,,,,
N/A,,Yanishëvo,Vologda,Greenland,3972,,89.3516023024013,37.5543532072126,89.3716023024013,37.5743532072126,89.3316023024013,37.5343532072126,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=37.5743532072126,89.3716023024013&visible=37.5343532072126,89.3316023024013",Lake,5,Ayakkum Hu,Ayakkum Hu,,,,,-99,,4.7,6,,,,,,,,,,
N/A,,,,,,,-93.6936680987843,69.7555809844638,-93.6736680987843,69.7755809844638,-93.7136680987843,69.7355809844638,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=69.7755809844638,-93.6736680987843&visible=69.7355809844638,-93.7136680987843",Lake,9,,,,_untitled_137,,,-99,,7,8,,,,,,,,,,
N/A,,Niz,Arkhangel'sk,Russia,184640,,68.1572594772331,41.1348512675787,68.1772594772331,41.1548512675787,68.1372594772331,41.1148512675787,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=41.1548512675787,68.1772594772331&visible=41.1148512675787,68.1372594772331",Reservoir,6,Shardara Bgeni,Shardara Bgeni,Shardara Reservoir,,,,1965,,5,6.5,,,,,,,,,,
N/A,,Ti-n-Sakou,Gao,Mali,73052,,18.0200903342623,-0.818660041544675,18.0400903342623,-0.798660041544675,18.0000903342623,-0.838660041544675,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=-0.798660041544675,18.0400903342623&visible=-0.838660041544675,18.0000903342623",Lake,5,Lac Tumba,L. Tumba,,,,,-99,,4.7,6,,,,,,,,,,
N/A,,,,,,,-118.208781784351,48.4617215739495,-118.188781784351,48.4817215739495,-118.228781784351,48.4417215739495,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=48.4817215739495,-118.188781784351&visible=48.4417215739495,-118.228781784351",Reservoir,7,Franklin D. Roosevelt Lake,Franklin D. Roosevelt L.,,,,Grand Coulee Dam,1941,,5.7,6.7,,,,,,,,,,
N/A,,,,,,,111.309581219729,62.7009974956897,111.329581219729,62.7209974956897,111.289581219729,62.6809974956897,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=62.7209974956897,111.329581219729&visible=62.6809974956897,111.289581219729",Reservoir,6,Vilyuy Reservoir,Vilyuy Res.,Vilyuyskoye Vodokhranilishche,,,,-99,,5,6.5,,,,,,,,,,
N/A,,Marghozār,Hilmand,Afghanistan,3952,,30.9985581843863,63.7580590762196,31.0185581843863,63.7780590762196,30.9785581843863,63.7380590762196,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=63.7780590762196,31.0185581843863&visible=63.7380590762196,30.9785581843863",Lake,5,,,,_untitled_17,,,-99,,4.7,6,,,,,,,,,,
N/A,,,,,,,-117.921063685053,50.4327837692231,-117.901063685053,50.4527837692231,-117.941063685053,50.4127837692231,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=50.4527837692231,-117.901063685053&visible=50.4127837692231,-117.941063685053",Reservoir,7,Upper Arrow Lake,Upper Arrow L.,,,,Hugh Keenleyside (Arrow),1960,,5.7,6.7,,,,,,,,,,
N/A,,,,,,,91.0344946117048,54.6115769179843,91.0544946117048,54.6315769179843,91.0144946117048,54.5915769179843,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=54.6315769179843,91.0544946117048&visible=54.5915769179843,91.0144946117048",Reservoir,7,Krasnoyarsk Reservoir,Krasnoyarsk Res.,Krasnoyarskoye Reservoir,,,Krasnoyarsk,1967,,5.7,6.7,,,,,,,,,,
N/A,,,,,,,116.454846660469,30.1719952628775,116.474846660469,30.1919952628775,116.434846660469,30.1519952628775,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=30.1919952628775,116.474846660469&visible=30.1519952628775,116.434846660469",Lake,5,Po Hu,Po Hu,,,,,-99,,4.7,6,,,,,,,,,,
N/A,,,,,,,-117.63211973347,51.7650758086211,-117.61211973347,51.7850758086211,-117.65211973347,51.7450758086211,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=51.7850758086211,-117.61211973347&visible=51.7450758086211,-117.65211973347",Reservoir,7,Kinbasket Lake,Kinbasket L.,,,,Mica Dam,1973,,5.7,6.7,,,,,,,,,,
N/A,,Zamīn Tok,Baluchistan,Mauritius,,,14.4050667728909,63.0555590868198,14.4250667728909,63.0755590868198,14.3850667728909,63.0355590868198,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=63.0755590868198,14.4250667728909&visible=63.0355590868198,14.3850667728909",Lake,5,Storsjön,Storsjön,,,,,-99,,4.7,6,,,,,,,,,,
N/A,,,,,,,117.710671100062,47.8230986001373,117.730671100062,47.8430986001373,117.690671100062,47.8030986001373,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=47.8430986001373,117.730671100062&visible=47.8030986001373,117.690671100062",Lake,5,Buyr Nuur,Buyr Nuur,Buir Nur,,,,-99,admin-0 more,4.7,6,,,,,,,,,,
N/A,,Ak-Gaudan,Ahal,Uzbekistan,220901,,40.4211528033971,57.744052776856,40.4411528033971,57.764052776856,40.4011528033971,57.724052776856,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=57.764052776856,40.4411528033971&visible=57.724052776856,40.4011528033971",Reservoir,7,Kostroma Reservoir,Kostroma Res.,,,,,-99,,5.7,6.7,,,,,,,,,,
N/A,,Čuovdatmåkki,Finnmark,Svalbard and Jan Mayen,9178,,75.4932597124209,24.4290983246022,75.5132597124209,24.4490983246022,75.4732597124209,24.4090983246022,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=24.4490983246022,75.5132597124209&visible=24.4090983246022,75.4732597124209",Reservoir,8,Gandhi Sagar Dam,Gandhi Sagar Dam,,,,,1960,,6,7,,,,,,,,,,
