HouseNumber,Address,City,State,Country,PostCode,County,Latitude,Longitude,Xstart,Ystart,Xend,Yend,Link,featurecla,scalerank,name,name_abb,name_alt,note,delta,dam_name,year,admin,min_zoom,min_label,,,,,,,,,,
N/A,,,,,,,-100.485917101634,45.5793080410762,-100.465917101634,45.5993080410762,-100.505917101634,45.5593080410762,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=45.5993080410762,-100.465917101634&visible=45.5593080410762,-100.505917101634",Reservoir,5,Lake Oahe,L. Oahe,,,,,1961,,4.7,6,,,,,,,,,,
N/A,,,,,,,-97.4500802641252,66.429560712003,-97.4300802641252,66.449560712003,-97.4700802641252,66.409560712003,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=66.449560712003,-97.4300802641252&visible=66.409560712003,-97.4700802641252",Lake,7,,,,_untitled_82,,,-99,,5.7,6.7,,,,,,,,,,
N/A,,,,,,,90.5819859732769,30.725399821885,90.6019859732769,30.745399821885,90.5619859732769,30.705399821885,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=30.745399821885,90.6019859732769&visible=30.705399821885,90.5619859732769",Lake,4,Nam Co,Nam Co,,,,,-99,,4,5,,,,,,,,,,
N/A,,Al Fatk,Al Mahrah,Heard and McDonald Islands,,,-66.143612171532,52.6827559749541,-66.123612171532,52.7027559749541,-66.163612171532,52.6627559749541,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=52.7027559749541,-66.123612171532&visible=52.6627559749541,-66.163612171532",Lake,9,,,,_untitled_10,,,-99,,7,8,,,,,,,,,,
N/A,,,,,,,-92.3830475051048,63.0835236788974,-92.3630475051048,63.1035236788974,-92.4030475051048,63.0635236788974,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=63.1035236788974,-92.3630475051048&visible=63.0635236788974,-92.4030475051048",Lake,7,,,,_untitled_81,,,-99,,5.7,6.7,,,,,,,,,,
N/A,,,,,,,-111.097361222756,43.2399963227608,-111.077361222756,43.2599963227608,-111.117361222756,43.2199963227608,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=43.2599963227608,-111.077361222756&visible=43.2199963227608,-111.117361222756",Reservoir,8,Palisades Reservoir,Palisades Res.,,,,,1957,,6,7,,,,,,,,,,
N/A,,,,,,,-94.9715784341069,62.2089678571892,-94.9515784341069,62.2289678571892,-94.9915784341069,62.1889678571892,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=62.2289678571892,-94.9515784341069&visible=62.1889678571892,-94.9915784341069",Lake,7,,,,_untitled_80,,,-99,,5.7,6.7,,,,,,,,,,
N/A,,,,,,,-104.955391321509,42.5447082544758,-104.935391321509,42.5647082544758,-104.975391321509,42.5247082544758,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=42.5647082544758,-104.935391321509&visible=42.5247082544758,-104.975391321509",Reservoir,8,Glendo Reservoir,Glendo Res.,,,,,1957,,6,7,,,,,,,,,,
N/A,,Tienzolo,Kouilou,Argentina,V9411XAF,,-85.3084447027541,11.5717147976815,-85.2884447027541,11.5917147976815,-85.3284447027541,11.5517147976815,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=11.5917147976815,-85.2884447027541&visible=11.5517147976815,-85.3284447027541",Lake,1,Lago de Nicaragua,L. de Nicaragua,,,,,-99,,1.7,3.6,,,,,,,,,,
N/A,,,,,,,-103.656467187475,54.7695032721905,-103.636467187475,54.7895032721905,-103.676467187475,54.7495032721905,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=54.7895032721905,-103.636467187475&visible=54.7495032721905,-103.676467187475",Lake,7,,,,_untitled_79,,,-99,,5.7,6.7,,,,,,,,,,
N/A,,Shūrag,Sistan and Baluchestan,Iran,,,27.7601802593485,61.0064903978563,27.7801802593485,61.0264903978563,27.7401802593485,60.9864903978563,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=61.0264903978563,27.7801802593485&visible=60.9864903978563,27.7401802593485",Lake,4,,,,_untitled_22,,,-99,,4,5,,,,,,,,,,
N/A,,,,,,,-101.403451087115,55.1711631236616,-101.383451087115,55.1911631236616,-101.423451087115,55.1511631236616,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=55.1911631236616,-101.383451087115&visible=55.1511631236616,-101.423451087115",Lake,7,,,,_untitled_78,,,-99,,5.7,6.7,,,,,,,,,,
N/A,,,,,,,-106.888424176784,42.3826608024898,-106.868424176784,42.4026608024898,-106.908424176784,42.3626608024898,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=42.4026608024898,-106.868424176784&visible=42.3626608024898,-106.908424176784",Reservoir,8,Pathfinder Reservoir,Pathfinder Res.,,,,,1909,,6,7,,,,,,,,,,
N/A,,,,,,,-96.7950419585328,54.2368513841457,-96.7750419585328,54.2568513841457,-96.8150419585328,54.2168513841457,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=54.2568513841457,-96.7750419585328&visible=54.2168513841457,-96.8150419585328",Lake,7,,,,_untitled_77,,,-99,,5.7,6.7,,,,,,,,,,
N/A,,Gwālishtāp,Baluchistan,Pakistan,12600,,29.3018446991339,62.7217501666525,29.3218446991339,62.7417501666525,29.2818446991339,62.7017501666525,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=62.7417501666525,29.3218446991339&visible=62.7017501666525,29.2818446991339",Lake,4,,,,_untitled_20,,,-99,,4,5,,,,,,,,,,
N/A,,,,,,,-93.4848911064959,17.1140025833166,-93.4648911064959,17.1340025833166,-93.5048911064959,17.0940025833166,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=17.1340025833166,-93.4648911064959&visible=17.0940025833166,-93.5048911064959",Reservoir,8,Presa Nezahualcyotl,Psa. Nezahualcyotl,,,,Netzahualcoyotl,1964,,6,7,,,,,,,,,,
N/A,,Kilmia,Hadramawt,Argentina,V9411XAF,,-87.8680305126143,52.2364999582225,-87.8480305126143,52.2564999582225,-87.8880305126143,52.2164999582225,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=52.2564999582225,-87.8480305126143&visible=52.2164999582225,-87.8880305126143",Lake,7,,,,_untitled_76,,,-99,,5.7,6.7,,,,,,,,,,
N/A,,Bṟêj Kêlay,Zabul,Afghanistan,4056,,32.4083169525651,67.4470303174337,32.4283169525651,67.4670303174337,32.3883169525651,67.4270303174337,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=67.4670303174337,32.4283169525651&visible=67.4270303174337,32.3883169525651",Lake,4,,,,_untitled_19,,,-99,,4,5,,,,,,,,,,
N/A,,Ampataka,Fianarantsoa,Argentina,V9411XAF,,-88.2010638846156,47.7258112561203,-88.1810638846156,47.7458112561203,-88.2210638846156,47.7058112561203,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=47.7458112561203,-88.1810638846156&visible=47.7058112561203,-88.2210638846156",Lake,0,Lake Superior,L. Superior,Great Lakes,,,,-99,admin-0,1,3,,,,,,,,,,
N/A,,,,,,,160.066872118509,69.3078531470965,160.086872118509,69.3278531470965,160.046872118509,69.2878531470965,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=69.3278531470965,160.086872118509&visible=69.2878531470965,160.046872118509",Lake,4,Ozero Nerpich'ye,O. Nerpich'ye,Lake Nerpich'ye,,,,-99,,4,5,,,,,,,,,,
N/A,,,,,,,-111.354456536058,42.0071993583334,-111.334456536058,42.0271993583334,-111.374456536058,41.9871993583334,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=42.0271993583334,-111.334456536058&visible=41.9871993583334,-111.374456536058",Lake,5,Bear Lake,Bear L.,,,,,-99,,4.7,6,,,,,,,,,,
N/A,,Sahamalo,Antsiranana,Heard and McDonald Islands,,,-75.1835208342115,50.3547772755333,-75.1635208342115,50.3747772755333,-75.2035208342115,50.3347772755333,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=50.3747772755333,-75.1635208342115&visible=50.3347772755333,-75.2035208342115",Lake,7,,,,_untitled_74,,,-99,,5.7,6.7,,,,,,,,,,
N/A,,Tanandrenafiry,Toliary,Argentina,V9411XAF,,-87.0887237694855,43.8784721145094,-87.0687237694855,43.8984721145094,-87.1087237694855,43.8584721145094,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=43.8984721145094,-87.0687237694855&visible=43.8584721145094,-87.1087237694855",Lake,0,Lake Michigan,L. Michigan,Great Lakes,,,,-99,admin-0,1,3,,,,,,,,,,
N/A,,,,,,,114.4357264977,30.0667600874279,114.4557264977,30.0867600874279,114.4157264977,30.0467600874279,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=30.0867600874279,114.4557264977&visible=30.0467600874279,114.4157264977",Lake,4,,,,_untitled_17,,,-99,,4,5,,,,,,,,,,
N/A,,Beavoha,Toliary,Norway,,,-82.2883254798575,44.6859129152316,-82.2683254798575,44.7059129152316,-82.3083254798575,44.6659129152316,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=44.7059129152316,-82.2683254798575&visible=44.6659129152316,-82.3083254798575",Lake,0,Lake Huron,L. Huron,Great Lakes,,,,-99,admin-0,1,3,,,,,,,,,,
N/A,,Jibalei,Bari,Norway,,,-77.0078462281037,50.888459438023,-76.9878462281037,50.908459438023,-77.0278462281037,50.868459438023,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=50.908459438023,-76.9878462281037&visible=50.868459438023,-77.0278462281037",Lake,7,,,,_untitled_73,,,-99,,5.7,6.7,,,,,,,,,,
N/A,,,,,,,114.43993099865,30.0679375439364,114.45993099865,30.0879375439364,114.41993099865,30.0479375439364,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=30.0879375439364,114.45993099865&visible=30.0479375439364,114.41993099865",Lake,4,,,,_untitled_16,,,-99,,4,5,,,,,,,,,,
N/A,,,,,,,-98.1693915990855,18.9452418182027,-98.1493915990855,18.9652418182027,-98.1893915990855,18.9252418182027,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=18.9652418182027,-98.1493915990855&visible=18.9252418182027,-98.1893915990855",Reservoir,8,Presa Manuel vila Camacho,Psa. Manuel vila Camacho,,,,,-99,,6,7,,,,,,,,,,
N/A,,Talio,Toliary,Norway,,,-84.7869471602486,46.7139345691052,-84.7669471602486,46.7339345691052,-84.8069471602486,46.6939345691052,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=46.7339345691052,-84.7669471602486&visible=46.6939345691052,-84.8069471602486",Lake,3,Whitefish Bay,Whitefish Bay,Great Lakes,,,,-99,admin-0,3,6,,,,,,,,,,
N/A,,Agarak,Tyumen',Russia,169915,,71.6009608796312,67.9526007057823,71.6209608796312,67.9726007057823,71.5809608796312,67.9326007057823,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=67.9726007057823,71.6209608796312&visible=67.9326007057823,71.5809608796312",Lake,4,Ozero Yarroto Pervoye,O. Yarroto Pervoye,Lake Yarroto Pervoye,,,,-99,,4,5,,,,,,,,,,
N/A,,,,,,,-111.77425995799,40.2192316501356,-111.75425995799,40.2392316501356,-111.79425995799,40.1992316501356,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=40.2392316501356,-111.75425995799&visible=40.1992316501356,-111.79425995799",Lake,5,Utah Lake,Utah L.,,,,,-99,,4.7,6,,,,,,,,,,
N/A,,Saladegh,Bari,Heard and McDonald Islands,,,-70.9802957929978,50.7661511431998,-70.9602957929978,50.7861511431998,-71.0002957929978,50.7461511431998,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=50.7861511431998,-70.9602957929978&visible=50.7461511431998,-71.0002957929978",Lake,7,,,,_untitled_72,,,-99,,5.7,6.7,,,,,,,,,,
N/A,,,,,,,-118.809234491134,59.7451401130971,-118.789234491134,59.7651401130971,-118.829234491134,59.7251401130971,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=59.7651401130971,-118.789234491134&visible=59.7251401130971,-118.829234491134",Lake,9,,,,_untitled_84,,,-99,,7,8,,,,,,,,,,
N/A,,Chal Gāon,Baluchistan,Heard and McDonald Islands,,,-72.1571283215006,64.6027369390239,-72.1371283215006,64.6227369390239,-72.1771283215006,64.5827369390239,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=64.6227369390239,-72.1371283215006&visible=64.5827369390239,-72.1771283215006",Lake,7,,,,_untitled_71,,,-99,,5.7,6.7,,,,,,,,,,
N/A,,,,,,,-98.7457218414528,23.9576741750008,-98.7257218414528,23.9776741750008,-98.7657218414528,23.9376741750008,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=23.9776741750008,-98.7257218414528&visible=23.9376741750008,-98.7657218414528",Reservoir,8,Presa Vicente Guerrero,Psa. Vicente Guerrero,,,,,-99,,6,7,,,,,,,,,,
N/A,,Ḩişn Mazyad,Al Buraymi,Heard and McDonald Islands,,,-64.3294331179846,55.9884651226427,-64.3094331179846,56.0084651226427,-64.3494331179846,55.9684651226427,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=56.0084651226427,-64.3094331179846&visible=55.9684651226427,-64.3494331179846",Lake,7,,,,_untitled_70,,,-99,,5.7,6.7,,,,,,,,,,
N/A,,,,,,,-121.620539969973,64.6240783382409,-121.600539969973,64.6440783382409,-121.640539969973,64.6040783382409,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=64.6440783382409,-121.600539969973&visible=64.6040783382409,-121.640539969973",Lake,9,,,,_untitled_83,,,-99,,7,8,,,,,,,,,,
N/A,,,,,,,-109.779347069801,27.9798656081279,-109.759347069801,27.9998656081279,-109.799347069801,27.9598656081279,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=27.9998656081279,-109.759347069801&visible=27.9598656081279,-109.799347069801",Reservoir,8,Presa Alvaro Obregon,Psa. lvaro Obregon,,,,,1952,,6,7,,,,,,,,,,
N/A,,Tsindrianoro,Toliary,Norway,,,-83.5551217671337,43.9878283877388,-83.5351217671337,44.0078283877388,-83.5751217671337,43.9678283877388,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=44.0078283877388,-83.5351217671337&visible=43.9678283877388,-83.5751217671337",Lake,3,Saginaw Bay,Saginaw Bay,Great Lakes,,,,-99,admin-0 more,3,6,,,,,,,,,,
N/A,,,,,,,-122.382064522029,67.4985440396817,-122.362064522029,67.5185440396817,-122.402064522029,67.4785440396817,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=67.5185440396817,-122.362064522029&visible=67.4785440396817,-122.402064522029",Lake,9,,,,_untitled_82,,,-99,,7,8,,,,,,,,,,
N/A,,Makhsain,Dhofar,Heard and McDonald Islands,,,-68.2257210178203,56.9242486827943,-68.2057210178203,56.9442486827943,-68.2457210178203,56.9042486827943,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=56.9442486827943,-68.2057210178203&visible=56.9042486827943,-68.2457210178203",Lake,7,,,,_untitled_69,,,-99,,5.7,6.7,,,,,,,,,,
N/A,,,,,,,-121.479442592264,39.6466934228645,-121.459442592264,39.6666934228645,-121.499442592264,39.6266934228645,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=39.6666934228645,-121.459442592264&visible=39.6266934228645,-121.499442592264",Reservoir,8,Lake Oroville,L. Oroville,,,,,1968,,6,7,,,,,,,,,,
N/A,,,,,,,-98.6862015630699,65.7229396248235,-98.6662015630699,65.7429396248235,-98.7062015630699,65.7029396248235,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=65.7429396248235,-98.6662015630699&visible=65.7029396248235,-98.7062015630699",Lake,9,,,,_untitled_81,,,-99,,7,8,,,,,,,,,,
N/A,,Antseky,Toliary,Norway,,,-82.9010061337409,46.0432259054357,-82.8810061337409,46.0632259054357,-82.9210061337409,46.0232259054357,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=46.0632259054357,-82.8810061337409&visible=46.0232259054357,-82.9210061337409",Lake,3,North Channel,North Ch.,Great Lakes,,,,-99,admin-0,3,6,,,,,,,,,,
N/A,,,,,,,-108.169470581289,43.3156479034336,-108.149470581289,43.3356479034336,-108.189470581289,43.2956479034336,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=43.3356479034336,-108.149470581289&visible=43.2956479034336,-108.189470581289",Reservoir,8,Boysen Reservoir,Boysen Res.,,,,,1952,,6,7,,,,,,,,,,
N/A,,,,,,,-100.859236332062,66.4791610674247,-100.839236332062,66.4991610674247,-100.879236332062,66.4591610674247,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=66.4991610674247,-100.839236332062&visible=66.4591610674247,-100.879236332062",Lake,9,,,,_untitled_80,,,-99,,7,8,,,,,,,,,,
N/A,,Marbūsh,Dhofar,Heard and McDonald Islands,,,-71.9072209605519,53.5327323920468,-71.8872209605519,53.5527323920468,-71.9272209605519,53.5127323920468,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=53.5527323920468,-71.8872209605519&visible=53.5127323920468,-71.9272209605519",Lake,7,,,,_untitled_65,,,-99,,5.7,6.7,,,,,,,,,,
N/A,,Saloavy,Toliary,Norway,,,-80.743894427573,45.2472653056717,-80.723894427573,45.2672653056717,-80.763894427573,45.2272653056717,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=45.2672653056717,-80.723894427573&visible=45.2272653056717,-80.763894427573",Lake,2,Georgian Bay,Georgian Bay,Great Lakes,,,,-99,admin-0 more,2,5.7,,,,,,,,,,
N/A,,,,,,,-90.6610941681589,66.7086179045238,-90.6410941681589,66.7286179045238,-90.6810941681589,66.6886179045238,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=66.7286179045238,-90.6410941681589&visible=66.6886179045238,-90.6810941681589",Lake,9,,,,_untitled_79,,,-99,,7,8,,,,,,,,,,
N/A,,Chefe Chitondo,Inhambane,Norway,,,-82.9489388033639,34.4819276302758,-82.9289388033639,34.5019276302758,-82.9689388033639,34.4619276302758,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=34.5019276302758,-82.9289388033639&visible=34.4619276302758,-82.9689388033639",Reservoir,8,Hartwell Lake,Hartwell L.,,,,,1960,,6,7,,,,,,,,,,
N/A,,,,,,,-97.314901817731,63.3371183744213,-97.294901817731,63.3571183744213,-97.334901817731,63.3171183744213,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=63.3571183744213,-97.294901817731&visible=63.3171183744213,-97.334901817731",Lake,7,,,,_untitled_64,,,-99,,5.7,6.7,,,,,,,,,,
N/A,,Ḩormak,Sistan and Baluchestan,Afghanistan,3051,,31.6610064640249,60.8447373099974,31.6810064640249,60.8647373099974,31.6410064640249,60.8247373099974,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=60.8647373099974,31.6810064640249&visible=60.8247373099974,31.6410064640249",Lake,0,Lake Ladoga,L. Ladoga,,Largest lake in Europe,,,-99,,1,3,,,,,,,,,,
N/A,,Gafaria,Gaza,Norway,,,-83.912687519128,34.31575908051,-83.892687519128,34.33575908051,-83.932687519128,34.29575908051,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=34.33575908051,-83.892687519128&visible=34.29575908051,-83.932687519128",Reservoir,8,Lake Sidney Lanier,L. Sidney Lanier,,,,Buford Dam,1958,,6,7,,,,,,,,,,
N/A,,,,,,,-117.435949737495,64.174878680238,-117.415949737495,64.194878680238,-117.455949737495,64.154878680238,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=64.194878680238,-117.415949737495&visible=64.154878680238,-117.455949737495",Lake,7,,,,_untitled_63,,,-99,,5.7,6.7,,,,,,,,,,
N/A,,,,,,,-121.046738151235,60.5521393676286,-121.026738151235,60.5721393676286,-121.066738151235,60.5321393676286,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=60.5721393676286,-121.026738151235&visible=60.5321393676286,-121.066738151235",Lake,7,,,,_untitled_62,,,-99,,5.7,6.7,,,,,,,,,,
N/A,,Alfazer,Zambezia,Norway,,,-78.0330655361062,36.5418877919432,-78.0130655361062,36.5618877919432,-78.0530655361062,36.5218877919432,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=36.5618877919432,-78.0130655361062&visible=36.5218877919432,-78.0530655361062",Reservoir,8,Lake Gaston,L. Gaston,,,,,1960,,6,7,,,,,,,,,,
N/A,,Goth Bāloch,Sind,Argentina,V9411XAF,,-89.2394974629403,66.6843328640355,-89.2194974629403,66.7043328640355,-89.2594974629403,66.6643328640355,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=66.7043328640355,-89.2194974629403&visible=66.6643328640355,-89.2594974629403",Lake,9,,,,_untitled_78,,,-99,,7,8,,,,,,,,,,
N/A,,,,,,,-95.5541349071413,54.8508949533424,-95.5341349071413,54.8708949533424,-95.5741349071413,54.8308949533424,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=54.8708949533424,-95.5341349071413&visible=54.8308949533424,-95.5741349071413",Lake,7,,,,_untitled_61,,,-99,,5.7,6.7,,,,,,,,,,
N/A,,Zolala,Zambezia,Norway,,,-79.6267731781959,37.1186942990578,-79.6067731781959,37.1386942990578,-79.6467731781959,37.0986942990578,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=37.1386942990578,-79.6067731781959&visible=37.0986942990578,-79.6467731781959",Reservoir,8,Smith Mountain Lake,Smith Mtn. L.,,,,,1963,,6,7,,,,,,,,,,
N/A,,Golai,Baluchistan,Argentina,V9411XAF,,-88.7835283274649,66.6178065713037,-88.7635283274649,66.6378065713037,-88.8035283274649,66.5978065713037,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=66.6378065713037,-88.7635283274649&visible=66.5978065713037,-88.8035283274649",Lake,9,,,,_untitled_77,,,-99,,7,8,,,,,,,,,,
N/A,,Fasad,Dhofar,Heard and McDonald Islands,,,-70.8224046630895,53.1243021656516,-70.8024046630895,53.1443021656516,-70.8424046630895,53.1043021656516,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=53.1443021656516,-70.8024046630895&visible=53.1043021656516,-70.8424046630895",Lake,7,,,,_untitled_60,,,-99,,5.7,6.7,,,,,,,,,,
N/A,,Ngwelezana,KwaZulu-Natal,Argentina,V9411XAF,,-85.142925229932,31.8519313364179,-85.122925229932,31.8719313364179,-85.162925229932,31.8319313364179,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=31.8719313364179,-85.122925229932&visible=31.8319313364179,-85.162925229932",Reservoir,8,Walter F. George Reservoir,Walter F. George Res.,,,,Walter F. George (Lock and  Dam),1962,,6,7,,,,,,,,,,
N/A,,Goth Arāb,Sind,Norway,,,-87.1431536965744,66.7689625505858,-87.1231536965744,66.7889625505858,-87.1631536965744,66.7489625505858,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=66.7889625505858,-87.1231536965744&visible=66.7489625505858,-87.1631536965744",Lake,9,,,,_untitled_76,,,-99,,7,8,,,,,,,,,,
N/A,,Muşaydirah,Al Buraymi,Heard and McDonald Islands,,,-73.3219756137953,56.0043607855078,-73.3019756137953,56.0243607855078,-73.3419756137953,55.9843607855078,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=56.0243607855078,-73.3019756137953&visible=55.9843607855078,-73.3419756137953",Lake,7,,,,_untitled_59,,,-99,,5.7,6.7,,,,,,,,,,
N/A,,Vavany,Antsiranana,Heard and McDonald Islands,,,-69.3159896291844,50.2218718721333,-69.2959896291844,50.2418718721333,-69.3359896291844,50.2018718721333,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=50.2418718721333,-69.2959896291844&visible=50.2018718721333,-69.3359896291844",Reservoir,9,Réservoir Outardes Quatre,Rs. Outardes Quatre,,,,,1969,,7,8,,,,,,,,,,
N/A,,Kulosega,Arkhangel'sk,Norway,9950,,73.9536678690764,45.9029613988575,73.9736678690764,45.9229613988575,73.9336678690764,45.8829613988575,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=45.9229613988575,73.9736678690764&visible=45.8829613988575,73.9336678690764",Lake,0,Lake Balkhash,L. Balkhash,Balqash Kli,,,,-99,,1,3,,,,,,,,,,
N/A,,Inhampura,Gaza,Argentina,V9411XAF,,-86.2727826210597,33.5159717470932,-86.2527826210597,33.5359717470932,-86.2927826210597,33.4959717470932,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=33.5359717470932,-86.2527826210597&visible=33.4959717470932,-86.2927826210597",Reservoir,9,Logan Martin Lake,Logan Martin L.,Coosa River Reservoir,,,Logan Martin Dam,1965,,7,8,,,,,,,,,,
N/A,,,,,,,92.8781254870446,35.7653552245699,92.8981254870446,35.7853552245699,92.8581254870446,35.7453552245699,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=35.7853552245699,92.8981254870446&visible=35.7453552245699,92.8581254870446",Lake,9,Hoh Sai Hu,Hoh Sai Hu,,,,,-99,,7,8,,,,,,,,,,
N/A,,,,,,,108.158667462717,53.6310500105087,108.178667462717,53.6510500105087,108.138667462717,53.6110500105087,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=53.6510500105087,108.178667462717&visible=53.6110500105087,108.138667462717",Lake,0,Lake Baikal,L. Baikal,,,,,-99,,1,3,,,,,,,,,,
N/A,,Goth Sayār Wadera,Baluchistan,Argentina,V9411XAF,,-87.9118084528352,66.5028573796588,-87.8918084528352,66.5228573796588,-87.9318084528352,66.4828573796588,"http://maps.googleapis.com/maps/api/staticmap?sensor=false&size=640x400&maptype=satellite&visible=66.5228573796588,-87.8918084528352&visible=66.4828573796588,-87.9318084528352",Lake,9,,,,_untitled_75,,,-99,,7,8,,,,,,,,,,
